".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","focal_sp","comp_sp"
"rescor__t4ac12__t4pl1122",0.136481811383141,-0.105732619822854,0.360714405334233,0.95,"median","qi","4ac12","ac","4pl1122","pl","ac-pl","inter","cm",1,"ac","pl"
"rescor__t4ac12__t4pl12",-0.304686475525263,-0.520122036738784,-0.0640039439518028,0.95,"median","qi","4ac12","ac","4pl12","pl","ac-pl","inter","cm",1,"ac","pl"
"rescor__t4ac21__t4pl21",0.00713172515267386,-0.174600432064526,0.191318338211137,0.95,"median","qi","4ac21","ac","4pl21","pl","ac-pl","inter","cm",2,"ac","pl"
"rescor__t4ac21924__t4pl21",0.125190802490444,-0.0550516403191188,0.296913741935776,0.95,"median","qi","4ac21924","ac","4pl21","pl","ac-pl","inter","cm",2,"ac","pl"
"rescor__t4ac22__t4pl21",0.511541226816468,0.35106203358013,0.637551455488106,0.95,"median","qi","4ac22","ac","4pl21","pl","ac-pl","inter","cm",2,"ac","pl"
"rescor__t4ac23__t4pl21",0.0917688799324835,-0.0929433621237604,0.269471069454298,0.95,"median","qi","4ac23","ac","4pl21","pl","ac-pl","inter","cm",2,"ac","pl"
"rescor__t4ac31__t4pl31",0.427329176692726,0.212665749970103,0.608513729194744,0.95,"median","qi","4ac31","ac","4pl31","pl","ac-pl","inter","cm",3,"ac","pl"
"rescor__t4ac31__t4pl31959",0.0433339306813773,-0.200043427437682,0.273769742335389,0.95,"median","qi","4ac31","ac","4pl31959","pl","ac-pl","inter","cm",3,"ac","pl"
"rescor__t4ac31954__t4pl31",0.129356407711559,-0.106553536531278,0.354487293318196,0.95,"median","qi","4ac31954","ac","4pl31","pl","ac-pl","inter","cm",3,"ac","pl"
"rescor__t4ac31954__t4pl31959",0.19170943912346,-0.0317787844756253,0.400545182616089,0.95,"median","qi","4ac31954","ac","4pl31959","pl","ac-pl","inter","cm",3,"ac","pl"
"rescor__t4ac31967__t4pl31",0.340327696406701,0.1268898916487,0.534298983767044,0.95,"median","qi","4ac31967","ac","4pl31","pl","ac-pl","inter","cm",3,"ac","pl"
"rescor__t4ac31967__t4pl31959",0.103573637698269,-0.124724355726912,0.321872990523733,0.95,"median","qi","4ac31967","ac","4pl31959","pl","ac-pl","inter","cm",3,"ac","pl"
"rescor__t4ac32__t4pl31",-0.0198509844815885,-0.255784232933222,0.204892234841051,0.95,"median","qi","4ac32","ac","4pl31","pl","ac-pl","inter","cm",3,"ac","pl"
"rescor__t4ac32__t4pl31959",0.387007181728628,0.1628368189692,0.570707340181124,0.95,"median","qi","4ac32","ac","4pl31959","pl","ac-pl","inter","cm",3,"ac","pl"
"rescor__t17ac11__t17pl11",0.0168723079213287,-0.259463909850876,0.28654486947555,0.95,"median","qi","17ac11","ac","17pl11","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac11__t17pl12",0.0666593938132411,-0.206739928205624,0.338734489292353,0.95,"median","qi","17ac11","ac","17pl12","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac11__t17pl13",0.0875921162214434,-0.2051901300758,0.358563990075252,0.95,"median","qi","17ac11","ac","17pl13","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac11__t17pl14",0.359640168652021,0.0823691965886148,0.590206342584384,0.95,"median","qi","17ac11","ac","17pl14","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac12__t17pl11",-0.0227501863946208,-0.272604433959918,0.239056859949084,0.95,"median","qi","17ac12","ac","17pl11","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac12__t17pl12",-0.0842377789232069,-0.34731610999281,0.192653570170144,0.95,"median","qi","17ac12","ac","17pl12","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac12__t17pl13",0.130657253815309,-0.147854270100765,0.392802022117393,0.95,"median","qi","17ac12","ac","17pl13","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac12__t17pl14",0.406941595210704,0.131230377497873,0.618287540902214,0.95,"median","qi","17ac12","ac","17pl14","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac13__t17pl11",-0.0159759579023748,-0.283781857843592,0.260773402750385,0.95,"median","qi","17ac13","ac","17pl11","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac13__t17pl12",-0.123279441422299,-0.387047615002723,0.155186380804895,0.95,"median","qi","17ac13","ac","17pl12","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac13__t17pl13",0.23325423873434,-0.0485932446728434,0.479825750952702,0.95,"median","qi","17ac13","ac","17pl13","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac13__t17pl14",0.276682936735333,-0.0047048743222302,0.510805177022078,0.95,"median","qi","17ac13","ac","17pl14","pl","ac-pl","inter","lc",1,"ac","pl"
"rescor__t17ac21__t17pl21",0.347203355521206,0.0535577141137046,0.587564249187783,0.95,"median","qi","17ac21","ac","17pl21","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac21__t17pl22",0.659595986149894,0.437109236381889,0.795626780544543,0.95,"median","qi","17ac21","ac","17pl22","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac21__t17pl23",0.471285723889484,0.204971084401768,0.671930828986718,0.95,"median","qi","17ac21","ac","17pl23","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac21__t17pl24",0.426029006829014,0.144567137062822,0.645115055172319,0.95,"median","qi","17ac21","ac","17pl24","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac22__t17pl21",0.355025493457098,0.0616208532840036,0.585439460595951,0.95,"median","qi","17ac22","ac","17pl21","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac22__t17pl22",0.18401837561905,-0.111311787561597,0.435415866880885,0.95,"median","qi","17ac22","ac","17pl22","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac22__t17pl23",0.191166163626363,-0.0896427770023065,0.451420903027813,0.95,"median","qi","17ac22","ac","17pl23","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac22__t17pl24",0.507654301921777,0.233253346028652,0.708314043240694,0.95,"median","qi","17ac22","ac","17pl24","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac23__t17pl21",0.321916909015709,0.0311862671171166,0.567532626748144,0.95,"median","qi","17ac23","ac","17pl21","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac23__t17pl22",0.310184318928369,0.0121148667813975,0.536949975301718,0.95,"median","qi","17ac23","ac","17pl22","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac23__t17pl23",0.321557363754647,0.0157055042496903,0.568209047375633,0.95,"median","qi","17ac23","ac","17pl23","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac23__t17pl24",0.0937548304514726,-0.206711000430043,0.369776316876968,0.95,"median","qi","17ac23","ac","17pl24","pl","ac-pl","inter","lc",2,"ac","pl"
"rescor__t17ac31__t17pl31",0.585658553813321,0.252420945237776,0.787448447395231,0.95,"median","qi","17ac31","ac","17pl31","pl","ac-pl","inter","lc",3,"ac","pl"
"rescor__t17ac32__t17pl31",0.10447894810921,-0.235767514370573,0.424977235229572,0.95,"median","qi","17ac32","ac","17pl31","pl","ac-pl","inter","lc",3,"ac","pl"
"rescor__t17ac33__t17pl31",0.278540097926748,-0.0819873633229891,0.565458709864111,0.95,"median","qi","17ac33","ac","17pl31","pl","ac-pl","inter","lc",3,"ac","pl"
"rescor__t17ac34__t17pl31",-0.00363409017275428,-0.347813016567386,0.340678926692514,0.95,"median","qi","17ac34","ac","17pl31","pl","ac-pl","inter","lc",3,"ac","pl"
"rescor__t18ac11__t18pl11",0.148704721863431,-0.23820830640242,0.502605863625528,0.95,"median","qi","18ac11","ac","18pl11","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac11__t18pl12",0.429660291243101,0.043689194770784,0.704640061001887,0.95,"median","qi","18ac11","ac","18pl12","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac11__t18pl13",0.137565435516985,-0.254882717950077,0.496964683404809,0.95,"median","qi","18ac11","ac","18pl13","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac12__t18pl11",0.264623700262318,-0.150262250008657,0.611644647060875,0.95,"median","qi","18ac12","ac","18pl11","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac12__t18pl12",-0.138250231718279,-0.499242302557013,0.26807568186036,0.95,"median","qi","18ac12","ac","18pl12","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac12__t18pl13",0.0113434659527327,-0.360853147639611,0.410058905147633,0.95,"median","qi","18ac12","ac","18pl13","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac13__t18pl11",0.278360101610106,-0.152662190557806,0.617422721669286,0.95,"median","qi","18ac13","ac","18pl11","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac13__t18pl12",0.200872459713247,-0.216701948711828,0.541616620061569,0.95,"median","qi","18ac13","ac","18pl12","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac13__t18pl13",0.0321204963180726,-0.377984744446777,0.416729675725452,0.95,"median","qi","18ac13","ac","18pl13","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac14__t18pl11",0.368785944751822,-0.0711998060723886,0.685574473933544,0.95,"median","qi","18ac14","ac","18pl11","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac14__t18pl12",0.0970075893742437,-0.296455200714473,0.480317500539578,0.95,"median","qi","18ac14","ac","18pl12","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac14__t18pl13",0.146815429529686,-0.267150702659936,0.520813756778117,0.95,"median","qi","18ac14","ac","18pl13","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac15__t18pl11",0.199536125133529,-0.222804459391784,0.564973673614899,0.95,"median","qi","18ac15","ac","18pl11","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac15__t18pl12",0.11810365226085,-0.307101075159597,0.501018761473257,0.95,"median","qi","18ac15","ac","18pl12","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac15__t18pl13",-0.136203000868066,-0.506113125712954,0.271167651176751,0.95,"median","qi","18ac15","ac","18pl13","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac16__t18pl11",0.193159393299225,-0.219264118918359,0.555227859027236,0.95,"median","qi","18ac16","ac","18pl11","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac16__t18pl12",0.0412727041291723,-0.351683497154975,0.420857827468147,0.95,"median","qi","18ac16","ac","18pl12","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac16__t18pl13",-0.0858299776225581,-0.462115168740206,0.302238639340345,0.95,"median","qi","18ac16","ac","18pl13","pl","ac-pl","inter","pp",1,"ac","pl"
"rescor__t18ac21__t18pl21",0.0751238001788661,-0.229222501831247,0.343097521572795,0.95,"median","qi","18ac21","ac","18pl21","pl","ac-pl","inter","pp",2,"ac","pl"
"rescor__t18ac22__t18pl21",0.167632226135019,-0.115788609183185,0.427691993596229,0.95,"median","qi","18ac22","ac","18pl21","pl","ac-pl","inter","pp",2,"ac","pl"
"rescor__t18ac23__t18pl21",0.134988952307618,-0.147139888203685,0.396317881878305,0.95,"median","qi","18ac23","ac","18pl21","pl","ac-pl","inter","pp",2,"ac","pl"
"rescor__t18ac24__t18pl21",-0.00284847765296075,-0.287247116627221,0.292840085397756,0.95,"median","qi","18ac24","ac","18pl21","pl","ac-pl","inter","pp",2,"ac","pl"
"rescor__t18ac31__t18pl31",-0.0364902746145058,-0.337475580929052,0.256286323494749,0.95,"median","qi","18ac31","ac","18pl31","pl","ac-pl","inter","pp",3,"ac","pl"
"rescor__t18ac32__t18pl31",0.00272838338781996,-0.331695365647042,0.332268364080739,0.95,"median","qi","18ac32","ac","18pl31","pl","ac-pl","inter","pp",3,"ac","pl"
"rescor__t18ac33__t18pl31",0.392960696723115,0.0824190676408274,0.626655389534225,0.95,"median","qi","18ac33","ac","18pl31","pl","ac-pl","inter","pp",3,"ac","pl"
"rescor__t18ac34__t18pl31",0.237751918876641,-0.0737153162966143,0.515605427536346,0.95,"median","qi","18ac34","ac","18pl31","pl","ac-pl","inter","pp",3,"ac","pl"
"rescor__t18ac35__t18pl31",-0.1203805827036,-0.433944948795836,0.210767124425826,0.95,"median","qi","18ac35","ac","18pl31","pl","ac-pl","inter","pp",3,"ac","pl"
"rescor__t18ac36__t18pl31",-0.345725217935586,-0.613153829399999,-0.0133315020023005,0.95,"median","qi","18ac36","ac","18pl31","pl","ac-pl","inter","pp",3,"ac","pl"
"rescor__t18ac37__t18pl31",0.238519534044361,-0.0943203727200535,0.516550975918444,0.95,"median","qi","18ac37","ac","18pl31","pl","ac-pl","inter","pp",3,"ac","pl"
"rescor__t8ac11__t8pl11",0.310317354731557,-0.0616695661418474,0.592994086221301,0.95,"median","qi","8ac11","ac","8pl11","pl","ac-pl","inter","pr",1,"ac","pl"
"rescor__t8ac11__t8pl13150",0.362323058234102,0.0291480857215935,0.621776440156197,0.95,"median","qi","8ac11","ac","8pl13150","pl","ac-pl","inter","pr",1,"ac","pl"
"rescor__t8ac12__t8pl11",0.358889793476255,-0.0154546819374346,0.639456518928613,0.95,"median","qi","8ac12","ac","8pl11","pl","ac-pl","inter","pr",1,"ac","pl"
"rescor__t8ac12__t8pl13150",0.409764874459523,0.0566703714123348,0.664361659690467,0.95,"median","qi","8ac12","ac","8pl13150","pl","ac-pl","inter","pr",1,"ac","pl"
"rescor__t8ac13157__t8pl11",0.28097051084609,-0.0714223145076424,0.576080800524034,0.95,"median","qi","8ac13157","ac","8pl11","pl","ac-pl","inter","pr",1,"ac","pl"
"rescor__t8ac13157__t8pl13150",0.430992895968755,0.0955904905776482,0.685701773782709,0.95,"median","qi","8ac13157","ac","8pl13150","pl","ac-pl","inter","pr",1,"ac","pl"
"rescor__t8ac21__t8pl21",-0.0459103637836678,-0.323323774635924,0.235813670055182,0.95,"median","qi","8ac21","ac","8pl21","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac21__t8pl22",-0.0342787707039848,-0.286676605334644,0.221145848793197,0.95,"median","qi","8ac21","ac","8pl22","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac21__t8pl23001",0.0616769667873341,-0.198882918669207,0.330614655453878,0.95,"median","qi","8ac21","ac","8pl23001","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac22__t8pl21",-0.118880435560513,-0.382395301522936,0.165449501712944,0.95,"median","qi","8ac22","ac","8pl21","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac22__t8pl22",0.201585984915156,-0.0501193966654898,0.429063188964491,0.95,"median","qi","8ac22","ac","8pl22","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac22__t8pl23001",0.0971495518939409,-0.168853932989942,0.359265526906371,0.95,"median","qi","8ac22","ac","8pl23001","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac24__t8pl21",-0.0540446827621946,-0.327998804003989,0.227130541574398,0.95,"median","qi","8ac24","ac","8pl21","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac24__t8pl22",0.223859498090226,-0.0408205193197432,0.455602920078299,0.95,"median","qi","8ac24","ac","8pl22","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac24__t8pl23001",0.0947276402177633,-0.175094836336313,0.354494874093041,0.95,"median","qi","8ac24","ac","8pl23001","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac2528__t8pl21",0.112369446587389,-0.168731566779472,0.37449134686164,0.95,"median","qi","8ac2528","ac","8pl21","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac2528__t8pl22",0.239907121983973,-0.019289897258489,0.473247847736897,0.95,"median","qi","8ac2528","ac","8pl22","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac2528__t8pl23001",0.0742120898352927,-0.196100603390651,0.33040279292628,0.95,"median","qi","8ac2528","ac","8pl23001","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac2533__t8pl21",0.0126691423487812,-0.26097533287933,0.292470530070206,0.95,"median","qi","8ac2533","ac","8pl21","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac2533__t8pl22",0.0227253297781467,-0.23126122245358,0.279801034714998,0.95,"median","qi","8ac2533","ac","8pl22","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac2533__t8pl23001",-0.0369761168091278,-0.301041762724447,0.22848908348988,0.95,"median","qi","8ac2533","ac","8pl23001","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac2543__t8pl21",0.0845439317504424,-0.217203575666662,0.359758255751823,0.95,"median","qi","8ac2543","ac","8pl21","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac2543__t8pl22",0.200439567977118,-0.0646105942979085,0.452544281567862,0.95,"median","qi","8ac2543","ac","8pl22","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac2543__t8pl23001",0.209432724053062,-0.0740931235217902,0.449113262123609,0.95,"median","qi","8ac2543","ac","8pl23001","pl","ac-pl","inter","pr",2,"ac","pl"
"rescor__t8ac33__t8pl31",0.0627276106192437,-0.298861160819867,0.389736452892379,0.95,"median","qi","8ac33","ac","8pl31","pl","ac-pl","inter","pr",3,"ac","pl"
"rescor__t8ac33__t8pl32",-0.14945094655619,-0.468459959047138,0.214814639839541,0.95,"median","qi","8ac33","ac","8pl32","pl","ac-pl","inter","pr",3,"ac","pl"
"rescor__t8ac33__t8pl3604",0.24411530314943,-0.138675070562186,0.555776943542958,0.95,"median","qi","8ac33","ac","8pl3604","pl","ac-pl","inter","pr",3,"ac","pl"
"rescor__t8ac34__t8pl31",-0.0138283805396776,-0.365587197929893,0.338795673277606,0.95,"median","qi","8ac34","ac","8pl31","pl","ac-pl","inter","pr",3,"ac","pl"
"rescor__t8ac34__t8pl32",-0.0668964799946043,-0.409759013593013,0.306021066443321,0.95,"median","qi","8ac34","ac","8pl32","pl","ac-pl","inter","pr",3,"ac","pl"
"rescor__t8ac34__t8pl3604",0.21864467549432,-0.160102413724355,0.537021022585139,0.95,"median","qi","8ac34","ac","8pl3604","pl","ac-pl","inter","pr",3,"ac","pl"
"rescor__t12ac21__t12pl21",0.245497816964695,-0.0702194390516457,0.520384218738325,0.95,"median","qi","12ac21","ac","12pl21","pl","ac-pl","inter","sp",2,"ac","pl"
"rescor__t12ac21__t12pl22",-0.100105184340649,-0.372857792850976,0.200124046553767,0.95,"median","qi","12ac21","ac","12pl22","pl","ac-pl","inter","sp",2,"ac","pl"
"rescor__t12ac21__t12pl23",-0.0992405524952027,-0.382065163661536,0.209465031234588,0.95,"median","qi","12ac21","ac","12pl23","pl","ac-pl","inter","sp",2,"ac","pl"
"rescor__t12ac212__t12pl21",0.174090509173057,-0.144742526381903,0.456875295214613,0.95,"median","qi","12ac212","ac","12pl21","pl","ac-pl","inter","sp",2,"ac","pl"
"rescor__t12ac212__t12pl22",0.289406598029862,-0.00640885138343358,0.53309760792284,0.95,"median","qi","12ac212","ac","12pl22","pl","ac-pl","inter","sp",2,"ac","pl"
"rescor__t12ac212__t12pl23",-0.167604936101753,-0.466701668291355,0.143006929996538,0.95,"median","qi","12ac212","ac","12pl23","pl","ac-pl","inter","sp",2,"ac","pl"
"rescor__t12ac22__t12pl21",0.15043518425916,-0.17989325566106,0.44141800488339,0.95,"median","qi","12ac22","ac","12pl21","pl","ac-pl","inter","sp",2,"ac","pl"
"rescor__t12ac22__t12pl22",-0.0816035739467191,-0.369535007627517,0.217388588693818,0.95,"median","qi","12ac22","ac","12pl22","pl","ac-pl","inter","sp",2,"ac","pl"
"rescor__t12ac22__t12pl23",-0.128995396986802,-0.417377922815672,0.188150839646627,0.95,"median","qi","12ac22","ac","12pl23","pl","ac-pl","inter","sp",2,"ac","pl"
"rescor__t4ac21__t4pp21",0.383179155867461,0.212820998184768,0.535350675117169,0.95,"median","qi","4ac21","ac","4pp21","pp","ac-pp","inter","cm",2,"ac","pp"
"rescor__t4ac21924__t4pp21",0.298047325747424,0.123577050929729,0.455279904427798,0.95,"median","qi","4ac21924","ac","4pp21","pp","ac-pp","inter","cm",2,"ac","pp"
"rescor__t4ac22__t4pp21",0.141337051917245,-0.044870471316851,0.311863367329004,0.95,"median","qi","4ac22","ac","4pp21","pp","ac-pp","inter","cm",2,"ac","pp"
"rescor__t4ac23__t4pp21",0.0518601127071644,-0.132574633137244,0.242070348224377,0.95,"median","qi","4ac23","ac","4pp21","pp","ac-pp","inter","cm",2,"ac","pp"
"rescor__t12ac21__t12pp21",0.146444802933698,-0.157559124979232,0.41659267221623,0.95,"median","qi","12ac21","ac","12pp21","pp","ac-pp","inter","sp",2,"ac","pp"
"rescor__t12ac21__t12pp22",-0.0244193765893604,-0.306018413175871,0.270814394914166,0.95,"median","qi","12ac21","ac","12pp22","pp","ac-pp","inter","sp",2,"ac","pp"
"rescor__t12ac21__t12pp221",-0.132903076627257,-0.424797887332541,0.170605349092321,0.95,"median","qi","12ac21","ac","12pp221","pp","ac-pp","inter","sp",2,"ac","pp"
"rescor__t12ac21__t12pp27",-0.337239430379513,-0.580083501061227,-0.0231103938670642,0.95,"median","qi","12ac21","ac","12pp27","pp","ac-pp","inter","sp",2,"ac","pp"
"rescor__t12ac21__t12pp28",-0.136180447994102,-0.406312702975929,0.160209487442811,0.95,"median","qi","12ac21","ac","12pp28","pp","ac-pp","inter","sp",2,"ac","pp"
"rescor__t12ac212__t12pp21",0.0620999265822833,-0.237156265281403,0.360187086942253,0.95,"median","qi","12ac212","ac","12pp21","pp","ac-pp","inter","sp",2,"ac","pp"
"rescor__t12ac212__t12pp22",0.111595737394742,-0.193261709392187,0.393226837536399,0.95,"median","qi","12ac212","ac","12pp22","pp","ac-pp","inter","sp",2,"ac","pp"
"rescor__t12ac212__t12pp221",0.0613884419990133,-0.247133971105668,0.365107413009317,0.95,"median","qi","12ac212","ac","12pp221","pp","ac-pp","inter","sp",2,"ac","pp"
"rescor__t12ac212__t12pp27",-0.348886745606821,-0.599306598460119,-0.0426995312696773,0.95,"median","qi","12ac212","ac","12pp27","pp","ac-pp","inter","sp",2,"ac","pp"
"rescor__t12ac212__t12pp28",0.0216684365452135,-0.274496050107442,0.306942806503175,0.95,"median","qi","12ac212","ac","12pp28","pp","ac-pp","inter","sp",2,"ac","pp"
"rescor__t12ac22__t12pp21",-0.100395382066278,-0.389568721453096,0.195952558075988,0.95,"median","qi","12ac22","ac","12pp21","pp","ac-pp","inter","sp",2,"ac","pp"
